ID,statement
hu_4_0001000,"Gender identity can be influenced by environmental influences (e.g. media content, sensitising activities)."
hu_5_0001000,The work of NGOs supported by foreign organisations should be subject to stronger state regulation.
hu_6_0001000,
hu_7_0001000,
hu_8_0001000,The origin of criminals should be disclosed for more effective law enforcement.
hu_9_0001000,Compulsory schooling should be raised back to 18 by the age.
hu_10_0001000,Education spending should be increased to at least the OECD average of 5.2 per cent (GDP) by the government.
hu_11_0001000,Teachers' salaries should be doubled by teachers.
hu_12_0001000,Political influence has been reduced by changing the university model (reorganisation into a trust).
hu_13_0001000,Marrying should be allowed only to men and women.
hu_14_0001000,A closer ratio of men to women should be strived for by parties when drawing up lists.
hu_15_0001000,Targeted measures should be taken by the state to promote equal participation of fathers and mothers in child-rearing.
hu_16_0001000,"The Istanbul Convention, which combats violence against women and domestic violence, should be ratified by the Hungarian government."
hu_17_0001000,Favourable gas supply contracts with Russia should be concluded as one effective way to reduce rents.
hu_18_0001000,
hu_19_0001000,The contribution of the wealthier to the public purse should be increased (abolition of the one-band tax).
hu_20_0001000,People should be helped to re-enter the labour market by public employment.
hu_21_0001000,
hu_22_0001000,
hu_23_0001000,Unemployment benefit should be extended to the current three-month duration.
hu_24_0001000,
hu_25_0001000,"It is right that the school entry maturity of children over the age of six should be decided by the Education Office, rather than by parents and kindergarten teachers."
hu_28_0001000,The use of medical cannabis should be legalised in Hungary by the Hungarian authorities.
hu_29_0001000,The Ministry of Health should be established independently.
hu_30_0001000,Direct election should be held for the President of the Hungarian Republic.
hu_31_0001000,
hu_32_0001000,A legal framework for primary elections should be provided.
hu_33_0001000,
hu_34_0001000,
hu_36_0001000,Taxing polluting companies more heavily should be done.
hu_37_0001000,"In larger cities, car traffic should be limited through various measures (P+R parking, construction of cycle paths, improvement of public transport) by various measures (P+R parking, construction of cycle paths, improvement of public transport)."
hu_38_0001000,A broad social dialogue needs to be had for the redevelopment of urban green spaces (e.g. the Liget project in Budapest).
hu_39_0001000,
hu_40_0001000,An animal rights commissioner should be introduced.
it_1_0001000,
it_2_0001000,
it_3_0001000,
it_4_0001000,
it_5_0001000,
it_6_0001000,
it_7_0001000,"Migrant landings must be stopped by extreme means, even."
it_8_0001000,"Italian citizenship (ius scholae) should be granted to children, born in Italy to foreign citizens and who have completed schooling."
it_9_0001000,"More civil rights should be granted to homosexual, bisexual, transgender (LGBT+) people by the state."
it_10_0001000,Freedom of choice in end-of-life matters (euthanasia) should be guaranteed to citizens.
it_11_0001000,The recreational use of marijuana/cannabis should be allowed.
it_12_0001000,Companies should be prevented from relocating their production abroad by a law.
it_13_0001000,One's wealth should be taxed by a heritage tax.
it_14_0001000,Employees should be fired more easily by businesses.
it_15_0001000,The state should manage health care only and private individuals should not manage it.
it_16_0001000,"A single income tax rate(""flat tax"") would be introduced to benefit the Italian economy."
it_17_0001000,The government should introduce an hourly minimum wage.
it_18_0001000,
it_19_0001000,Private individuals should receive time-limited beach concessions.
it_20_0001000,The use of nuclear power plants for the purpose of producing energy should be promoted by the state.
it_21_0001000,
it_22_0001000,More incinerators/thermal power plants should be built by Italy.
it_23_0001000,
it_24_0001000,
it_25_0001000,
it_26_0001000,Tougher sanctions should be imposed against Russia.
it_27_0001000,Arms and war material should stop being sent to the Ukrainian government by Italy.
it_28_0001000,Taxes collected at the regional level should be fully retained in the region itself by the regional authorities.
it_29_0001000,Careers between judges and prosecutors should be separated by introducing them.
it_30_0001000,The President of the Republic should be directly elected.
ch_18_0001000,
ch_19_0001000,More funding for health insurance premium subsidies should be allocated by the federal government.
ch_20_0001000,"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping) by the current rules. The limitation on the pension should be eliminated."
ch_21_0001000,"As part of the reform of the BVG (occupational pension plan), the reduction of pensions is to be carried out (lowering the minimum conversion rate from 6.8% to 6%)."
ch_22_0001000,"Beyond today's 14 weeks of maternity leave and two weeks of paternity leave, paid parental leave should be increased."
ch_23_0001000,More financial support for public housing construction should be provided by the federal government.
ch_24_0001000,Compulsory vaccination of children should be introduced based on the Swiss vaccination plan by the authorities.
ch_25_0001000,A tax on foods containing sugar (sugar tax) should be introduced.
ch_26_0001000,"Health care costs should be contributed to more by insured persons (e.g., increase the minimum deductible)."
ch_27_0001000,Private and economic life in the event of a pandemic should be more limited in terms of being restricted by the Federal Council's ability.
ch_28_0001000,The authority to determine the hospital offering (national hospital planning with regard to locations and range of services) should be given to the federal government.
ch_29_0001000,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes by the system."
ch_30_0001000,The requirements for the high school should be raised by the federal government.
ch_31_0001000,
ch_32_0001000,"The conditions for naturalization should be relaxed (e.g., shorter residence period)."
ch_33_0001000,The right for more qualified workers from non-EU/EFTA countries to work in Switzerland should be allowed (increase third-country quota)
ch_34_0001000,Asylum seekers should be housed in centers outside Europe during the asylum procedure by efforts.
ch_35_0001000,The right to vote and stand for election at the municipal level should be granted to foreign nationals who have lived in Switzerland for at least ten years.
ch_36_0001000,Legalization should be advocated for cannabis use.
ch_37_0001000,Direct active euthanasia should be allowed to be administered by doctors.
ch_38_0001000,"A third official gender should be introduced by ""female"" and ""male"" alongside."
ch_39_0001000,The same rights as heterosexual couples in all areas should be had by same-sex couples.
ch_40_0001000,
ch_41_0001000,
ch_42_0001000,A national inheritance tax should be introduced on all inheritances over one million Swiss francs.
ch_43_0001000,The differences between cantons with high and low financial capacity should be further reduced by fiscal equalization.
ch_44_0001000,"A minimum wage of CHF 4,000 for all full-time employees should be introduced by the government."
ch_45_0001000,"Stricter regulations should be implemented for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)."
ch_46_0001000,The right to choose their electricity supplier should be granted to private households (complete liberalization of the electricity market).
ch_47_0001000,"Housing construction regulations should be relaxed (e.g., noise protection, occupancy rates)."
ch_48_0001000,Stricter controls on equal pay for women and men should be implemented.
ch_49_0001000,Busy sections of highways should be widened by the authorities.
ch_50_0001000,The registration of new passenger cars with internal combustion engines should be banned by Switzerland starting in 2035.
ch_51_0001000,"To achieve climate targets, incentives and target agreements should exclusively be relied on, rather than bans and restrictions."
ch_52_0001000,"Environmental and landscape protection rules should be relaxed to allow for the development of renewable energy, as it is fair."
ch_53_0001000,The construction of new nuclear power plants should be allowed again by the authorities.
ch_54_0001000,A comprehensive public service offering should be guaranteed by the state also in rural regions.
ch_55_0001000,Increasing electricity tariffs when consumption is higher (progressive electricity tariffs) should be introduced.
ch_56_0001000,"The protection regulations for large predators (lynx, wolf, bear) should be relaxed by the state."
ch_57_0001000,Direct payments should only be granted to farmers with proof of ecological performance by the authorities.
ch_58_0001000,Stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas) should be implemented.
ch_59_0001000,30% of Switzerland's land area should be dedicated to preserving biodiversity by whom?
ch_0_0001000,
ch_1_0001000,"Government measures should be introduced to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)."
ch_2_0001000,The latest technology (currently 5G standard) should be equipped throughout the country to the Swiss mobile network.
ch_3_0001000,Additional powers in the area of digitization of government services should be given to the federal government in order to be able to impose binding directives and standards on the cantons.
ch_4_0001000,"The major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation) should be more strongly regulated."
ch_5_0001000,
ch_6_0001000,The voting age should be lowered to 16.
ch_7_0001000,A referendum on federal spending above a certain amount (optional financial referendum) should be possible to hold.
ch_8_0001000,
ch_9_0001000,Their cooperation with NATO should be expanded by the Swiss Armed Forces.
ch_10_0001000,"Authorization for other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine) should be allowed to the Federal Council."
ch_11_0001000,
ch_12_0001000,The Schengen agreement with the EU should be terminated by Switzerland and more security checks should be reintroduced directly on the border by Switzerland.
ch_13_0001000,
ch_14_0001000,A comprehensive free trade agreement (including agriculture) should be strived for by Switzerland with the USA.
ch_15_0001000,Compliance with social and environmental standards should be ensured by companies' subsidiaries and suppliers operating abroad.
ch_16_0001000,The Bilateral Agreements with the EU should be terminated by Switzerland and a free trade agreement without the free movement of persons should be sought by Switzerland.
ch_17_0001000,A strict interpretation of neutrality should be returned to by Switzerland (economic sanctions should be renounced to a large extent).
