ID,statement
es_24_0001000,What must be regulated to ensure access for all people is Housing prices.
de_1_0001000,What is to apply on all highways is a general speed limit.
de_2_0001000,What Germany is to increase is its defense spending.
de_3_0001000,What Young people are to be allowed to vote in Bundestag elections is to vote in Bundestag elections.
de_4_0001000,What is to be ended are subsidies for wind energy.
de_5_0001000,
de_6_0001000,What Covid-19 vaccines are to continue to be protected by is patents.
de_7_0001000,What is to be brought forward is the phase-out of coal-fired power generation planned for 2038.
de_8_0001000,What all employed persons are to be required to be is insured in the statutory pension scheme.
de_9_0001000,
de_10_0001000,What is to be levied on revenue generated in Germany from digital services is a national tax.
de_11_0001000,"What is to be promoted more strongly than other living arrangements is the traditional family of father, mother and children."
de_12_0001000,
de_13_0001000,What Students should receive regardless of their parents' income is BAföG.
de_14_0001000,What should generally be possible in Germany is to have a second citizenship in addition to the German one.
de_15_0001000,What Federal authorities are to take in their publications is linguistic account of different gender identities.
de_16_0001000,
de_17_0001000,What is to be abolished completely is the solidarity surcharge.
de_18_0001000,
de_19_0001000,What should also be possible in the long term is the registration of new cars with combustion engines.
de_20_0001000,What the federal government is to be given is more responsibilities in school policy.
de_21_0001000,What the federal government is to provide for projects to combat anti-Semitism is more financial support.
de_22_0001000,What Chinese companies should not be allowed to receive is contracts for the expansion of the communications infrastructure in Germany.
de_23_0001000,What the state should continue to collect for religious communities is church tax.
de_24_0001000,What is to be generally permitted is the controlled sale of cannabis.
de_25_0001000,What Germany is to leave is the European Union.
de_26_0001000,What the state lists of the parties for the elections to the German Bundestag are to have to be filled alternately by women and men is filled alternately by women and men.
de_27_0001000,What inpatient treatment in hospitals is to continue to be charged is on the basis of a flat rate per case.
de_28_0001000,What is to be levied again on high assets is a tax.
de_29_0001000,
de_30_0001000,What married couples without children should continue to receive is tax breaks.
de_31_0001000,What should be promoted more strongly than conventional agriculture is organic agriculture.
de_32_0001000,What Islamic associations are to be able to be recognized by the state is religious communities.
de_33_0001000,What the government-set price for CO2 emissions from heating and driving is to rise is more than planned.
de_34_0001000,What is to be retained is the debt brake in the Basic Law.
de_35_0001000,What asylum is to continue to be granted only to is politically persecuted persons.
de_36_0001000,What the statutory minimum wage is to be increased to is at least 12 euros by 2022 at the latest.
de_37_0001000,What is to be taxed more heavily is Air traffic.
de_38_0001000,What Companies are to decide for themselves is whether to allow their employees to work from home.
pl_1_0001000,What the European Union should have is less influence on Polish domestic policy.
pl_2_0001000,What should be increased to reduce the effects of inflation on citizens is Social transfers.
pl_3_0001000,What the state should finance if the waiting time at a public facility exceeds three months is private visits to specialists.
pl_4_0001000,What the state should provide for every child is a free nursery place for every child.
pl_5_0001000,What schools should have is more freedom to choose the content covered in the curriculum.
pl_6_0001000,What the state should build for rent is low-rent apartments.
pl_7_0001000,
pl_8_0001000,"What should be introduced for those who have worked a certain number of years, regardless of their age is early retirement."
pl_9_0001000,What should be liberalized are abortion laws.
pl_10_0001000,What All entrepreneurs should pay regardless of income is the same health premium.
pl_11_0001000,What should be binding regardless of turnout is the result of any nationwide referendum.
pl_12_0001000,What Poland should adopt is the migrant relocation solutions adopted by the European Union.
pl_13_0001000,What should be strengthened is the independence of the judiciary from parliament and the government.
pl_14_0001000,What should be further increased is the share of defense spending in Poland's GDP.
pl_15_0001000,What should be increased at the expense of the central government is the powers of local governments.
pl_16_0001000,
pl_17_0001000,What Poland should have blocked is grain imports from Ukraine.
pl_18_0001000,
pl_19_0001000,What should be limited is public media funding from the state budget.
pl_20_0001000,What should be limited are the powers of the secret services to track the activities of citizens on the Internet.
hu_1_0001000,What the EU's rule of law mechanism threatens is Hungary's sovereignty.
hu_2_0001000,What Hungarian foreign policy should be guided solely by is Hungarian economic interests.
hu_3_0001000,What Hungary should decide by referendum is whether to remain part of the EU.
hu_4_0001000,"What Gender identity can be influenced by is environmental influences (e.g. media content, sensitising activities)."
hu_5_0001000,What is needed is stronger state regulation of the work of NGOs supported by foreign organisations.
hu_6_0001000,What Hungary should join is the European Public Prosecutor's Office.
hu_7_0001000,What is needed is stricter regulation of interception software (e.g. Pegasus).
hu_8_0001000,What is needed for more effective law enforcement is disclosure of the origin of criminals.
hu_9_0001000,What the age of compulsory schooling should be raised back is to 18.
hu_10_0001000,What should be increased to at least the OECD average of 5.2 per cent (GDP) is education spending.
hu_11_0001000,What should be doubled are Teachers' salaries.
hu_12_0001000,What has been reduced by changing the university model (reorganisation into a trust) is political influence.
hu_13_0001000,What should be allowed to marry is men and women.
hu_14_0001000,What Parties should strive for when drawing up lists is a closer ratio of men to women.
hu_15_0001000,What the state should take to promote equal participation of fathers and mothers in child-rearing is targeted measures.
hu_16_0001000,"What the Hungarian government should ratify is the Istanbul Convention, which combats violence against women and domestic violence."
hu_17_0001000,
hu_18_0001000,What is needed is Comprehensive public procurement reform.
hu_19_0001000,What should be increased is the contribution of the wealthier to the public purse (abolition of the one-band tax).
hu_20_0001000,What public employment helps people re-enter the labour market is
hu_21_0001000,"What A price freeze on some basic foodstuffs (e.g. chicken tail, milk) is is the right step to fight inflation."
hu_22_0001000,What is not necessary is State regulation of the rental housing market.
hu_23_0001000,What should be extended is the current three-month unemployment benefit.
hu_24_0001000,What a family tax credit is is a better way to support families than increasing the family allowance.
hu_25_0001000,
hu_28_0001000,What should be legalised in Hungary is the use of medical cannabis.
hu_29_0001000,What should be established is an independent Ministry of Health.
hu_30_0001000,What the President of the Hungarian Republic should be is directly elected.
hu_31_0001000,"What is needed is comprehensive reform of the electoral system (redrawing of district boundaries, abolition of winner-take-all compensation, extension of postal voting)."
hu_32_0001000,What should be provided is a legal framework for primary elections.
hu_33_0001000,What voting age for elections should be is 16.
hu_34_0001000,What Internet access should be is free for all.
hu_36_0001000,What should be taxed more heavily are polluting companies.
hu_37_0001000,"In larger cities, what car traffic should be limited through [gap] is various measures (P+R parking, construction of cycle paths, improvement of public transport)."
hu_38_0001000,What the redevelopment of urban green spaces (e.g. the Liget project in Budapest) needs is a broad social dialogue.
hu_39_0001000,What is needed is an independent ministry for the environment.
hu_40_0001000,What should be introduced is an animal rights commissioner.
it_1_0001000,What European integration is all in all is a positive process.
it_2_0001000,What Italy should get out of is the Eurozone.
it_3_0001000,What the European Union should have is a common foreign policy.
it_4_0001000,What there should be is a common European army.
it_5_0001000,What member states should regain is more autonomy.
it_6_0001000,What is acceptable to deal with health emergencies such as Covid-19 are restrictions on personal freedom and privacy.
it_7_0001000,"What must be stopped, even by extreme means are Migrant landings."
it_8_0001000,What children born in Italy to foreign citizens and who have completed schooling should be granted is Italian citizenship (ius scholae).
it_9_0001000,"What should be granted to homosexual, bisexual, transgender (LGBT+) people is more civil rights."
it_10_0001000,What citizens should be guaranteed is freedom of choice in end-of-life matters (euthanasia).
it_11_0001000,What should be allowed is recreational use of marijuana/cannabis.
it_12_0001000,What is needed to prevent companies from relocating their production abroad is a law.
it_13_0001000,What should be introduced is a heritage tax one's wealth.
it_14_0001000,
it_15_0001000,What should be managed only by the state and not by private individuals is health care.
it_16_0001000,"What the introduction of a single income tax rate (""flat tax"") would benefit is the Italian economy."
it_17_0001000,What should be introduced is an hourly minimum wage.
it_18_0001000,What the citizenship allowance is is a measure that should be cancelled.
it_19_0001000,What Beach concessions to private individuals should be is time-limited.
it_20_0001000,What should be promoted is the use of nuclear power plants for the purpose of producing energy.
it_21_0001000,What the construction of Major Works is for Italy is a priority.
it_22_0001000,What Italy should build is more incinerators/thermal power plants.
it_23_0001000,What is necessary to find more energy resources is drilling.
it_24_0001000,What are necessary infrastructure for Italy are Regasifiers.
it_25_0001000,What Italy should keep aligned with the choices of the Atlantic Alliance (NATO) is its foreign policy.
it_26_0001000,What should be tougher is Sanctions against Russia.
it_27_0001000,What Italy should stop is sending arms and war material to the Ukrainian government.
it_28_0001000,What should be fully retained in the region itself are taxes collected at the regional level.
it_29_0001000,What should be introduced is separation of careers between judges and prosecutors.
it_30_0001000,What should be introduced is Direct election of the President of the Republic.
ch_18_0001000,What should be is an increase in the retirement age.
ch_19_0001000,What the federal government should allocate for health insurance premium subsidies is more funding.
ch_20_0001000,What the pension is currently limited to for married couples is 150% of the maximum individual AHV pension (capping).
ch_21_0001000,What is to be reduced as part of the reform of the BVG (occupational pension plan) are pensions.
ch_22_0001000,What should be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave is paid parental leave.
ch_23_0001000,What the federal government should provide for public housing construction is more financial support.
ch_24_0001000,What should be introduced based on the Swiss vaccination plan is compulsory vaccination of children.
ch_25_0001000,What there should be is an introduction of a tax on foods containing sugar (sugar tax).
ch_26_0001000,What Insured persons should contribute more to is health care costs.
ch_27_0001000,
ch_28_0001000,What the federal government should be given the authority to determine is the hospital offering (national hospital planning with regard to locations and range of services).
ch_29_0001000,"What according to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught is in regular classes."
ch_30_0001000,What the federal government should raise for the high school is the requirements for the high school.
ch_31_0001000,What the state should be more committed to is equal educational opportunities.
ch_32_0001000,What should be relaxed are the conditions for naturalization
ch_33_0001000,What should be allowed to work in Switzerland is more qualified workers from non-EU/EFTA countries.
ch_34_0001000,
ch_35_0001000,What Foreign nationals who have lived in Switzerland for at least ten years should be granted is the right to vote and stand for election at the municipal level.
ch_36_0001000,What should be legalized is Cannabis use.
ch_37_0001000,What doctors should be allowed to administer is direct active euthanasia.
ch_38_0001000,"What should be introduced alongside ""female"" and ""male"" is a third official gender."
ch_39_0001000,What Same-sex couples should have is the same rights as heterosexual couples in all areas.
ch_40_0001000,What should be tax cuts at the federal level over the next four years is tax cuts.
ch_41_0001000,What married couples be taxed separately is individual taxation.
ch_42_0001000,What should be introduced is a national inheritance tax on all inheritances over one million Swiss francs.
ch_43_0001000,What should be further reduced through fiscal equalization are the differences between cantons with high and low financial capacity.
ch_44_0001000,"What should be introduced is a minimum wage of CHF 4,000 for all full-time employees."
ch_45_0001000,What there should be for the financial sector is stricter regulations for the financial sector.
ch_46_0001000,What private households should be free to choose is their electricity supplier.
ch_47_0001000,
ch_48_0001000,
ch_49_0001000,
ch_50_0001000,What Switzerland should ban is the registration of new passenger cars with internal combustion engines starting in 2035.
ch_51_0001000,"What should be relied on exclusively, rather than bans and restrictions, to achieve climate targets is incentives and target agreements."
ch_52_0001000,What environmental and landscape protection rules are being relaxed to allow for the development of renewable energy is fair.
ch_53_0001000,What should be allowed again is the construction of new nuclear power plants.
ch_54_0001000,What the state should guarantee is a comprehensive public service offering also in rural regions.
ch_55_0001000,What should be introduced is Increasing electricity tariffs when consumption is higher (progressive electricity tariffs).
ch_56_0001000,"What should be relaxed is the protection regulations for large predators (lynx, wolf, bear)."
ch_57_0001000,What should only be granted to farmers with proof of ecological performance are direct payments.
ch_58_0001000,
ch_59_0001000,What should be dedicated to preserving biodiversity is 30% of Switzerland's land area.
ch_0_0001000,What should be banned is single-use plastic and non-recyclable plastics.
ch_1_0001000,What should be done to make the use of electronic devices more sustainable is government measures.
ch_2_0001000,What the Swiss mobile network should be equipped throughout the country with is the latest technology (currently 5G standard).
ch_3_0001000,What the federal government should be given in order to be able to impose binding directives and standards on the cantons is additional powers in the area of digitization of government services.
ch_4_0001000,"What there should be is a stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)."
ch_5_0001000,"What should be aims to reduce television and radio fees (CHF 200 per household, exemption for businesses) is a popular initiative."
ch_6_0001000,What the voting age should be lowered to is 16.
ch_7_0001000,What it should be possible to hold is a referendum on federal spending above a certain amount (optional financial referendum).
ch_8_0001000,"What the army's target number of soldiers should expand to is at least 120,000."
ch_9_0001000,What the Swiss Armed Forces should expand is their cooperation with NATO.
ch_10_0001000,
ch_11_0001000,What should be banned in public spaces is Automatic facial recognition.
ch_12_0001000,
ch_13_0001000,What should be closer relations with the European Union (EU) is
ch_14_0001000,What Switzerland should strive for is a comprehensive free trade agreement (including agriculture) with the USA.
ch_15_0001000,What companies should be obliged to ensure is their subsidiaries and suppliers operating abroad comply with social and environmental standards.
ch_16_0001000,What Switzerland should terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons is terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons.
ch_17_0001000,What Switzerland should return to is a strict interpretation of neutrality.
